age,sex,year,exp
52,Male,1900,19.4882115
53,Male,1900,18.78500777
54,Male,1900,18.08855893
55,Male,1900,17.40001927
56,Male,1900,16.71979078
57,Male,1900,16.04894939
58,Male,1900,15.38799929
59,Male,1900,14.73754866
60,Male,1900,14.09842164
61,Male,1900,13.47131607
62,Male,1900,12.8570682
63,Male,1900,12.25621001
64,Male,1900,11.6692338
65,Male,1900,11.09680812
66,Male,1900,10.53983677
67,Male,1900,9.998736542
68,Male,1900,9.473997524
69,Male,1900,8.966242114
70,Male,1900,8.475703018
71,Male,1900,8.002791034
72,Male,1900,7.547355586
73,Male,1900,7.108316783
74,Male,1900,6.68435866
75,Male,1900,6.273890336
76,Male,1900,5.875551092
77,Male,1900,5.488204271
78,Male,1900,5.11140715
79,Male,1900,4.745182558
80,Male,1900,4.389242468
81,Male,1900,4.04600361
82,Male,1900,3.714408854
83,Male,1900,3.392950047
84,Male,1900,3.078435069
85,Male,1900,2.769470315
86,Male,1900,2.468762267
87,Male,1900,2.181068563
88,Male,1900,1.911932283
89,Male,1900,1.661198027
90,Male,1900,1.422067778
91,Male,1900,1.19047168
92,Male,1900,0.97685
93,Male,1900,0.803795045
94,Male,1900,0.64286
95,Male,1900,0.5
0,Female,1900,41.57747655
1,Female,1900,48.09514557
2,Female,1900,50.32182312
3,Female,1900,51.15559681
4,Female,1900,51.39644071
5,Female,1900,51.31354037
6,Female,1900,51.01413257
7,Female,1900,50.59508368
8,Female,1900,50.08831979
9,Female,1900,49.51999233
10,Female,1900,48.91033397
11,Female,1900,48.27566369
12,Female,1900,47.63765888
13,Female,1900,46.99577704
14,Female,1900,46.35043483
15,Female,1900,45.70156674
16,Female,1900,45.04910642
17,Female,1900,44.3929867
18,Female,1900,43.73313954
19,Female,1900,43.06993514
20,Female,1900,42.40329373
21,Female,1900,41.73270886
22,Female,1900,41.05936547
23,Female,1900,40.38274801
24,Female,1900,39.702762
25,Female,1900,39.01931168
26,Female,1900,38.33230002
27,Female,1900,37.64239772
28,Female,1900,36.94948348
29,Female,1900,36.25306379
30,Female,1900,35.55375208
31,Female,1900,34.85176748
32,Female,1900,34.14661013
33,Female,1900,33.4388234
34,Female,1900,32.72857659
35,Female,1900,32.01569013
36,Female,1900,31.30030284
37,Female,1900,30.58284591
38,Female,1900,29.8630973
39,Female,1900,29.14202879
40,Female,1900,28.41936551
41,Female,1900,27.69539846
42,Female,1900,26.72289358
43,Female,1900,25.99446181
44,Female,1900,25.26551503
45,Female,1900,24.53666208
46,Female,1900,23.80793868
47,Female,1900,23.0805296
48,Female,1900,22.35478704
49,Female,1900,21.63165404
50,Female,1900,20.91237021
51,Female,1900,20.1975829
52,Female,1900,19.4882115
53,Female,1900,18.78500777
54,Female,1900,18.08855893
55,Female,1900,17.40001927
56,Female,1900,16.71979078
57,Female,1900,16.04894939
58,Female,1900,15.38799929
59,Female,1900,14.73754866
60,Female,1900,14.09842164
61,Female,1900,13.47131607
62,Female,1900,12.8570682
63,Female,1900,12.25621001
64,Female,1900,11.6692338
65,Female,1900,11.09680812
66,Female,1900,10.53983677
67,Female,1900,9.998736542
68,Female,1900,9.473997524
69,Female,1900,8.966242114
70,Female,1900,8.475703018
71,Female,1900,8.002791034
72,Female,1900,7.547355586
73,Female,1900,7.108316783
74,Female,1900,6.68435866
75,Female,1900,6.273890336
76,Female,1900,5.875551092
77,Female,1900,5.488204271
78,Female,1900,5.11140715
79,Female,1900,4.745182558
80,Female,1900,4.389242468
81,Female,1900,4.04600361
82,Female,1900,3.714408854
83,Female,1900,3.392950047
84,Female,1900,3.078435069
85,Female,1900,2.769470315
86,Female,1900,2.468762267
87,Female,1900,2.181068563
88,Female,1900,1.911932283
89,Female,1900,1.661198027
90,Female,1900,1.422067778
91,Female,1900,1.19047168
92,Female,1900,0.97685
93,Female,1900,0.803795045
94,Female,1900,0.64286
95,Female,1900,0.5
0,Male,2020,0
1,Male,2020,0
2,Male,2020,0
3,Male,2020,0
4,Male,2020,0
5,Male,2020,0
6,Male,2020,0
7,Male,2020,0
8,Male,2020,0
9,Male,2020,0
10,Male,2020,0
11,Male,2020,0
12,Male,2020,0
13,Male,2020,0
14,Male,2020,0
15,Male,2020,0
16,Male,2020,0
17,Male,2020,0
18,Male,2020,0
19,Male,2020,0
20,Male,2020,0
21,Male,2020,0
22,Male,2020,0
23,Male,2020,0
24,Male,2020,0
25,Male,2020,0
26,Male,2020,0
27,Male,2020,0
28,Male,2020,0
29,Male,2020,0
30,Male,2020,0
31,Male,2020,0
32,Male,2020,0
33,Male,2020,0
34,Male,2020,0
35,Male,2020,0
36,Male,2020,0
37,Male,2020,0
38,Male,2020,0
39,Male,2020,0
40,Male,2020,0
41,Male,2020,0
42,Male,2020,0
43,Male,2020,0
44,Male,2020,0
45,Male,2020,0
46,Male,2020,0
47,Male,2020,0
48,Male,2020,0
49,Male,2020,0
50,Male,2020,0
51,Male,2020,0
52,Male,2020,0
53,Male,2020,0
54,Male,2020,0
55,Male,2020,0
56,Male,2020,0
57,Male,2020,0
58,Male,2020,0
59,Male,2020,0
60,Male,2020,0
61,Male,2020,0
62,Male,2020,0
63,Male,2020,0
64,Male,2020,0
65,Male,2020,0
66,Male,2020,0
67,Male,2020,0
68,Male,2020,0
69,Male,2020,0
70,Male,2020,0
71,Male,2020,0
72,Male,2020,0
73,Male,2020,0
74,Male,2020,0
75,Male,2020,0
76,Male,2020,0
77,Male,2020,0
78,Male,2020,0
79,Male,2020,0
80,Male,2020,0
81,Male,2020,0
82,Male,2020,0
83,Male,2020,0
84,Male,2020,0
85,Male,2020,0
86,Male,2020,0
87,Male,2020,0
88,Male,2020,0
89,Male,2020,0
90,Male,2020,0
91,Male,2020,0
92,Male,2020,0
93,Male,2020,0
94,Male,2020,0
95,Male,2020,0
0,Female,2020,0
1,Female,2020,0
2,Female,2020,0
3,Female,2020,0
4,Female,2020,0
5,Female,2020,0
6,Female,2020,0
7,Female,2020,0
8,Female,2020,0
9,Female,2020,0
10,Female,2020,0
11,Female,2020,0
12,Female,2020,0
13,Female,2020,0
14,Female,2020,0
15,Female,2020,0
16,Female,2020,0
17,Female,2020,0
18,Female,2020,0
19,Female,2020,0
20,Female,2020,0
21,Female,2020,0
22,Female,2020,0
23,Female,2020,0
24,Female,2020,0
25,Female,2020,0
26,Female,2020,0
27,Female,2020,0
28,Female,2020,0
29,Female,2020,0
30,Female,2020,0
31,Female,2020,0
32,Female,2020,0
33,Female,2020,0
34,Female,2020,0
35,Female,2020,0
36,Female,2020,0
37,Female,2020,0
38,Female,2020,0
39,Female,2020,0
40,Female,2020,0
41,Female,2020,0
42,Female,2020,0
43,Female,2020,0
44,Female,2020,0
45,Female,2020,0
46,Female,2020,0
47,Female,2020,0
48,Female,2020,0
49,Female,2020,0
50,Female,2020,0
51,Female,2020,0
52,Female,2020,0
53,Female,2020,0
54,Female,2020,0
55,Female,2020,0
56,Female,2020,0
57,Female,2020,0
58,Female,2020,0
59,Female,2020,0
60,Female,2020,0
61,Female,2020,0
62,Female,2020,0
63,Female,2020,0
64,Female,2020,0
65,Female,2020,0
66,Female,2020,0
67,Female,2020,0
68,Female,2020,0
69,Female,2020,0
70,Female,2020,0
71,Female,2020,0
72,Female,2020,0
73,Female,2020,0
74,Female,2020,0
75,Female,2020,0
76,Female,2020,0
77,Female,2020,0
78,Female,2020,0
79,Female,2020,0
80,Female,2020,0
81,Female,2020,0
82,Female,2020,0
83,Female,2020,0
84,Female,2020,0
85,Female,2020,0
86,Female,2020,0
87,Female,2020,0
88,Female,2020,0
89,Female,2020,0
90,Female,2020,0
91,Female,2020,0
92,Female,2020,0
93,Female,2020,0
94,Female,2020,0
95,Female,2020,0
0,Male,2040,0
1,Male,2040,0
2,Male,2040,0
3,Male,2040,0
4,Male,2040,0
5,Male,2040,0
6,Male,2040,0
7,Male,2040,0
8,Male,2040,0
9,Male,2040,0
10,Male,2040,0
11,Male,2040,0
12,Male,2040,0
13,Male,2040,0
14,Male,2040,0
15,Male,2040,0
16,Male,2040,0
17,Male,2040,0
18,Male,2040,0
19,Male,2040,0
20,Male,2040,0
21,Male,2040,0
22,Male,2040,0
23,Male,2040,0
24,Male,2040,0
25,Male,2040,0
26,Male,2040,0
27,Male,2040,0
28,Male,2040,0
29,Male,2040,0
30,Male,2040,0
31,Male,2040,0
32,Male,2040,0
33,Male,2040,0
34,Male,2040,0
35,Male,2040,0
36,Male,2040,0
37,Male,2040,0
38,Male,2040,0
39,Male,2040,0
40,Male,2040,0
41,Male,2040,0
42,Male,2040,0
43,Male,2040,0
44,Male,2040,0
45,Male,2040,0
46,Male,2040,0
47,Male,2040,0
48,Male,2040,0
49,Male,2040,0
50,Male,2040,0
51,Male,2040,0
52,Male,2040,0
53,Male,2040,0
54,Male,2040,0
55,Male,2040,0
56,Male,2040,0
57,Male,2040,0
58,Male,2040,0
59,Male,2040,0
60,Male,2040,0
61,Male,2040,0
62,Male,2040,0
63,Male,2040,0
64,Male,2040,0
65,Male,2040,0
66,Male,2040,0
67,Male,2040,0
68,Male,2040,0
69,Male,2040,0
70,Male,2040,0
71,Male,2040,0
72,Male,2040,0
73,Male,2040,0
74,Male,2040,0
75,Male,2040,0
76,Male,2040,0
77,Male,2040,0
78,Male,2040,0
79,Male,2040,0
80,Male,2040,0
81,Male,2040,0
82,Male,2040,0
83,Male,2040,0
84,Male,2040,0
85,Male,2040,0
86,Male,2040,0
87,Male,2040,0
88,Male,2040,0
89,Male,2040,0
90,Male,2040,0
91,Male,2040,0
92,Male,2040,0
93,Male,2040,0
94,Male,2040,0
95,Male,2040,0
0,Female,2040,0
1,Female,2040,0
2,Female,2040,0
3,Female,2040,0
4,Female,2040,0
5,Female,2040,0
6,Female,2040,0
7,Female,2040,0
8,Female,2040,0
9,Female,2040,0
10,Female,2040,0
11,Female,2040,0
12,Female,2040,0
13,Female,2040,0
14,Female,2040,0
15,Female,2040,0
16,Female,2040,0
17,Female,2040,0
18,Female,2040,0
19,Female,2040,0
20,Female,2040,0
21,Female,2040,0
22,Female,2040,0
23,Female,2040,0
24,Female,2040,0
25,Female,2040,0
26,Female,2040,0
27,Female,2040,0
28,Female,2040,0
29,Female,2040,0
30,Female,2040,0
31,Female,2040,0
32,Female,2040,0
33,Female,2040,0
34,Female,2040,0
35,Female,2040,0
36,Female,2040,0
37,Female,2040,0
38,Female,2040,0
39,Female,2040,0
40,Female,2040,0
41,Female,2040,0
42,Female,2040,0
43,Female,2040,0
44,Female,2040,0
45,Female,2040,0
46,Female,2040,0
47,Female,2040,0
48,Female,2040,0
49,Female,2040,0
50,Female,2040,0
51,Female,2040,0
52,Female,2040,0
53,Female,2040,0
54,Female,2040,0
55,Female,2040,0
56,Female,2040,0
57,Female,2040,0
58,Female,2040,0
59,Female,2040,0
60,Female,2040,0
61,Female,2040,0
62,Female,2040,0
63,Female,2040,0
64,Female,2040,0
65,Female,2040,0
66,Female,2040,0
67,Female,2040,0
68,Female,2040,0
69,Female,2040,0
70,Female,2040,0
71,Female,2040,0
72,Female,2040,0
73,Female,2040,0
74,Female,2040,0
75,Female,2040,0
76,Female,2040,0
77,Female,2040,0
78,Female,2040,0
79,Female,2040,0
80,Female,2040,0
81,Female,2040,0
82,Female,2040,0
83,Female,2040,0
84,Female,2040,0
85,Female,2040,0
86,Female,2040,0
87,Female,2040,0
88,Female,2040,0
89,Female,2040,0
90,Female,2040,0
91,Female,2040,0
92,Female,2040,0
93,Female,2040,0
94,Female,2040,0
95,Female,2040,0
